date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:28	60355/60355	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/9.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/9.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:29	83603/83603	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/11.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/11.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:30	68562/68562	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/10.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/10.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:30	20310/20310	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/lightGallery.js	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/lightGallery.js	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:30	55534/55534	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/12.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/12.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:32	80746/80746	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/4.png	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/4.png	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:33	59827/59827	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/5.png	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/5.png	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:35	41110/41110	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/jquery.flexslider.js	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/jquery.flexslider.js	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:35	5236/5236	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/14.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/14.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:40	4968/4968	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/15.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/15.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:41	5061/5061	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/17.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/17.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:43	5908/5908	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/18.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/18.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:44	5113/5113	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/16.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/16.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:44	4840/4840	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/19.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/19.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:45	67546/67546	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/bootstrap.js	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/bootstrap.js	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:45	1330/1330	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/move-top.js	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/move-top.js	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Jul%202021%2008:48:46%20GMT	http://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/gradute/a.vdo.ai/core/v-w3layouts/vdo.ai.23.delayed	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:46	4758/4758	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/easing.js	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/js/easing.js	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:47	11897/11897	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2028%20Jul%202021%2008:48:47%20GMT	https://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/gradute/a.vdo.ai/core/v-w3layouts/vdo.ai.js	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/index.html)
14:18:48	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.eot	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/bootstrap.css)
14:18:49	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regulard41d.eot	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/bootstrap.css)
14:18:49	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.woff2	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/bootstrap.css)
14:18:50	23424/23424	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.woff	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/bootstrap.css)
14:18:52	45404/45404	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.ttf	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/bootstrap.css)
14:18:53	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/glyphicons-halflings-regular.svg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/bootstrap.css)
14:18:55	146679/146679	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/banner.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/banner.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:18:56	3409/3409	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/men.png	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/men.png	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:18:57	87430/87430	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/2.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/2.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:19:03	117380/117380	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/13.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/13.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:19:03	118528/118528	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/4.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/4.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:19:04	50054/50054	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:19:19%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/20.jpg	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/20.jpg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:19:04	2883/2883	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/6.png	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/6.png	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:19:04	3476/3476	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/arrow.png	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/images/arrow.png	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/style.css)
14:19:05	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Jul%202021%2008:49:03%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/font/Slide-icons.eot	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/font/Slide-icons.eot	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/lightGallery.css)
14:19:05	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Jul%202021%2008:49:04%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/img/loading.gif	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/img/loading.gif	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/lightGallery.css)
14:19:07	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont5b62.eot	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/font-awesome.min.css)
14:19:13	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/font-awesome.min.css)
14:19:14	71896/71896	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont5b62.woff2	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/font-awesome.min.css)
14:19:14	90412/90412	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont5b62.woff	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/font-awesome.min.css)
14:19:16	152796/152796	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont5b62.ttf	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/font-awesome.min.css)
14:19:16	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202017%2019:00:11%20GMT	https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/gradute/p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/fonts/fontawesome-webfont5b62.svg	(from https://p.w3layouts.com/demos_new/18-01-2017/graduate-demo_Free/1508148118/web/css/font-awesome.min.css)
